scene,setup,room,actorId,posX,posY,posZ,rotX,rotY,rotZ,actorParams,frontRoom,backRoom,
0,0,3,"0125",-806,-810,-228,0,0,0,"FF01",,,
0,0,3,"0125",-764,-820,280,0,57345,0,"FF01",,,
0,0,3,"0125",-805,-820,237,0,57345,0,"FF01",,,
0,0,3,"0055",-133,-845,-286,0,0,0,"0000",,,
0,0,3,"0055",-105,-880,133,0,32769,0,"0000",,,
0,0,3,"0055",-456,-816,-42,0,0,0,"0001",,,
0,0,3,"011B",-600,-820,-291,20,17,10,"3208",,,
0,0,3,"017D",-365,-905,-290,0,0,1,"FF10",,,
0,0,3,"0125",-7,-845,-328,0,0,0,"FF02",,,
0,0,3,"0125",-15,-845,-261,0,0,0,"FF02",,,
0,0,3,"005E",-102,-880,244,0,57345,0,"03C2",,,
0,0,3,"012A",-102,-845,-410,0,0,0,"0200",,,
0,0,3,"012A",62,-880,255,0,0,0,"1400",,,
0,0,3,"0195",-562,-820,332,0,0,0,"0004",,,
0,0,3,"012A",-76,-726,551,0,32769,0,"1502",,,
0,0,3,"000A",53,-575,-278,0,32769,20,"8524",,,
0,0,3,"000F",-635,-820,0,0,16384,0,"0FC6",,,
0,0,3,"000F",45,-884,245,64445,47333,0,"1FCB",,,
0,0,3,"01D7",0,800,0,0,0,0,"0000",,,
0,0,3,"01D7",0,800,0,0,21844,0,"0001",,,
0,0,3,"01D7",0,800,0,0,43692,0,"0002",,,
0,0,4,"0125",80,-880,792,0,0,0,"FF01",,,
0,0,4,"0125",50,-880,750,0,0,0,"FF01",,,
0,0,4,"0125",-201,-880,749,0,0,0,"FF01",,,
0,0,4,"0125",-227,-880,790,0,0,0,"FF01",,,
0,0,4,"0060",-74,-880,1046,0,32769,0,"FF00",,,
0,0,4,"002B",-189,-880,1051,0,0,0,"0006",,,
0,0,4,"002B",47,-880,1052,0,0,0,"0006",,,
0,0,4,"002B",-77,-641,976,0,0,0,"0008",,,
0,0,4,"005E",-281,-880,881,0,0,0,"1099",,,
0,0,4,"005E",-282,-880,1041,0,0,0,"1099",,,
0,0,4,"0173",-281,-820,881,2,26,0,"3F06",,,
0,0,4,"0173",-282,-820,1041,2,26,0,"3F06",,,
0,0,5,"00C7",-1250,-880,898,0,0,0,"0001",,,
0,0,5,"0037",-1346,-806,1079,0,16384,0,"0000",,,
0,0,5,"0125",-1308,-870,838,0,0,0,"FF01",,,
0,0,5,"0125",-1360,-870,838,0,0,0,"FF01",,,
0,0,5,"0125",-538,-880,906,0,0,0,"FF02",,,
0,0,5,"0125",-495,-880,906,0,0,0,"FF02",,,
0,0,5,"0125",-466,-880,865,0,0,0,"FF02",,,
0,0,5,"002B",-916,-542,1064,0,0,0,"0009",,,
0,0,5,"01D1",-1365,-880,1070,0,0,0,"B9FF",,,
0,0,5,"005E",-528,-880,984,0,0,0,"03FE",,,
0,0,5,"005E",-1161,-880,1146,0,0,0,"1089",,,
0,0,5,"005E",-1160,-880,993,0,0,0,"1089",,,
0,0,5,"012A",-527,-880,1114,0,0,0,"3E20",,,
0,0,5,"000A",-1368,-880,1078,0,49152,0,"5AA0",,,
0,0,5,"000A",-380,-880,1029,0,16384,0,"5905",,,
0,0,5,"0050",-835,-905,1050,0,16384,0,"FF00",,,
0,0,5,"0051",-835,-860,1050,0,16384,0,"00FF",,,
0,0,5,"0050",-835,-915,1050,0,0,0,"FF01",,,
0,0,6,"0013",-2019,-501,1225,0,24576,0,"0003",,,
0,0,6,"0125",-1795,-760,819,0,0,0,"FF01",,,
0,0,6,"0125",-1918,-760,818,0,0,0,"FF01",,,
0,0,6,"0060",-1847,-760,1066,0,16384,0,"FF00",,,
0,0,6,"002B",-1783,-760,1146,0,0,0,"0007",,,
0,0,6,"002B",-1943,-760,1137,0,0,0,"0007",,,
0,0,6,"002B",-1783,-760,991,0,0,0,"0007",,,
0,0,6,"002B",-1949,-760,992,0,0,0,"0007",,,
0,0,6,"002B",-1854,-533,1278,0,0,0,"0009",,,
0,0,6,"002B",-1861,-524,870,0,0,0,"0009",,,
0,0,6,"002B",-1856,-445,1068,0,0,0,"0008",,,
0,0,6,"002B",-2029,-490,1071,0,0,0,"0008",,,
0,0,7,"00C7",-1703,-760,324,0,23119,0,"0001",,,
0,0,7,"0013",-1961,-701,10,0,0,0,"0003",,,
0,0,7,"0013",-1874,-700,95,0,0,0,"0003",,,
0,0,7,"0013",-2045,-700,97,0,0,0,"0003",,,
0,0,7,"0013",-1958,-700,185,0,0,0,"0003",,,
0,0,7,"0125",-1901,-760,604,0,0,0,"FF01",,,
0,0,7,"0055",-1522,-777,1,0,49152,0,"0000",,,
0,0,7,"0055",-2244,-760,-267,0,8191,0,"0000",,,
0,0,7,"0095",-2002,-280,91,0,0,0,"8104",,,
0,0,7,"0112",-2273,-740,130,0,0,0,"193F",,,
0,0,7,"0112",-2083,-740,-87,0,0,0,"193F",,,
0,0,7,"0112",-1773,-740,298,0,0,0,"193F",,,
0,0,7,"0112",-1734,-740,-160,0,0,0,"193F",,,
0,0,7,"0125",-2215,-760,56,0,0,0,"FF02",,,
0,0,7,"0125",-2165,-760,350,0,0,0,"FF02",,,
0,0,7,"0125",-1700,-760,196,0,0,0,"FF02",,,
0,0,7,"0125",-1678,-760,-120,0,0,0,"FF02",,,
0,0,7,"01D1",-2142,-760,93,0,0,0,"39FF",,,
0,0,7,"01D1",-2085,-701,217,0,8191,0,"39FF",,,
0,0,7,"01D1",-1972,-635,290,0,0,0,"39FF",,,
0,0,7,"01D1",-1846,-564,242,0,24576,0,"39FF",,,
0,0,7,"01D1",-1798,-493,115,0,0,0,"39FF",,,
0,0,7,"005E",-1961,-760,5,0,0,0,"03F8",,,
0,0,7,"005E",-1957,-760,181,0,0,0,"03F8",,,
0,0,7,"005E",-2045,-760,91,0,0,0,"03F8",,,
0,0,7,"005E",-1875,-760,89,0,0,0,"03F8",,,
0,0,7,"012A",-1959,-760,90,0,0,0,"3820",,,
0,0,7,"009D",-2280,-775,129,0,16384,0,"0000",,,
0,0,7,"009D",-2283,-775,-20,0,16384,0,"0000",,,
0,0,7,"009D",-2079,-775,277,0,0,0,"0000",,,
0,0,7,"009D",-1811,-775,-23,0,0,0,"0000",,,
0,0,7,"009D",-1770,-775,282,0,0,0,"0000",,,
0,0,7,"009D",-1628,-775,180,0,49152,0,"0000",,,
0,0,7,"009D",-1723,-775,-177,0,57891,0,"0000",,,
0,0,7,"009D",-2084,-775,-104,0,0,0,"0000",,,
0,0,7,"000F",-1355,-820,3,0,49152,0,"1FC7",,,
0,0,7,"000F",-2297,-760,-327,0,8191,0,"1FCF",,,
0,0,8,"0125",-2732,-1818,-674,0,0,0,"FF01",,,
0,0,8,"0125",-2489,-1822,-753,0,0,0,"FF01",,,
0,0,8,"0055",-2675,-760,-703,0,8191,0,"0001",,,
0,0,8,"0095",-2717,-626,-746,0,8191,0,"8101",,,
0,0,8,"0125",-2553,-760,-433,0,0,0,"FF02",,,
0,0,8,"0125",-2395,-760,-587,0,0,0,"FF02",,,
0,0,8,"0125",-2708,-760,-522,0,0,0,"FF02",,,
0,0,8,"002B",-2500,-760,-675,0,0,0,"0007",,,
0,0,8,"002B",-2651,-760,-509,0,0,0,"0007",,,
0,0,8,"002B",-2575,-760,-750,0,0,0,"0007",,,
0,0,8,"002B",-2719,-760,-606,0,0,0,"0007",,,
0,0,9,"0125",-268,-1880,-645,0,0,0,"FF01",,,
0,0,9,"0125",-272,-1880,-579,0,0,0,"FF01",,,
0,0,9,"0125",-272,-1880,-517,0,0,0,"FF01",,,
0,0,9,"0192",-369,-1880,-904,0,0,0,"0001",,,
0,0,9,"0192",-947,-1880,-757,0,0,0,"0002",,,
0,0,9,"0192",-660,-1880,-951,0,0,0,"9C03",,,
0,0,9,"0015",-885,-1950,-185,0,0,0,"2E03",,,
0,0,9,"0015",-820,-1960,-76,0,0,0,"3003",,,
0,0,9,"0015",-354,-1943,-206,0,0,0,"3103",,,
0,0,10,"0125",-1443,840,167,0,29309,0,"FF01",,,
0,0,10,"0125",-1515,840,140,0,29490,0,"FF01",,,
0,0,10,"0125",-636,800,161,0,0,0,"FF01",,,
0,0,10,"0125",-693,800,182,0,0,0,"FF01",,,
0,0,10,"0055",-858,720,186,0,48971,0,"0000",,,
0,0,10,"0015",-1165,820,325,0,0,0,"2603",,,
0,0,10,"002B",-1264,720,147,0,0,0,"0007",,,
0,0,10,"002B",-1417,840,-93,0,2912,0,"0007",,,
0,0,10,"002B",-1422,840,70,0,0,0,"0006",,,
0,0,10,"002B",-1156,992,453,0,0,0,"0008",,,
0,0,10,"002B",-1049,975,-272,0,0,0,"0008",,,
0,0,10,"002B",-1014,1000,320,0,32769,0,"0008",,,
0,0,10,"005E",-653,800,-105,0,49152,0,"2400",,,
0,0,10,"005E",-1067,720,-5,0,49152,0,"1053",,,
0,0,10,"0173",-1067,780,-5,2,20,0,"3F06",,,
0,0,10,"012A",-739,800,-147,0,0,0,"3D00",,,
0,0,10,"01A0",-805,720,-2,0,16384,0,"FFFF",,,
0,0,10,"01A0",-805,720,-62,0,16384,0,"FFFF",,,
0,0,10,"000A",-1491,1179,1,0,49152,19,"8522",,,
0,0,10,"000A",-1082,820,387,0,0,0,"10A6",,,
0,0,10,"0050",-1080,600,0,0,0,0,"3D02",,,
1,0,-1,"0023",1140,0,65216,0,0,0,"003F",0,1,
1,0,-1,"0023",1140,531,65216,0,531,0,"003F",0,9,
1,0,-1,"0023",1140,531,64616,0,531,0,"003F",0,9,
1,0,-1,"0023",620,76,62752,0,76,0,"003F",7,8,
1,0,-1,"0023",593,76,61722,0,76,0,"003F",7,8,
1,0,-1,"0023",2340,531,64616,0,531,0,"003F",9,12,
1,0,-1,"0023",2340,531,65216,0,531,0,"003F",9,10,
1,0,-1,"002E",0,76,63566,0,76,0,"003F",7,0,
1,0,-1,"002E",2787,100,63104,0,100,0,"0085",4,3,
1,0,-1,"002E",3560,100,64260,0,100,0,"0085",1,3,
1,0,-1,"002E",4339,531,64936,0,531,0,"0086",10,3,
1,0,-1,"002E",3780,531,64616,0,531,0,"0086",12,3,
1,0,-1,"002E",2560,0,120,0,0,0,"003F",1,11,
1,0,-1,"002E",1473,76,61307,0,76,0,"007F",8,14,
1,0,-1,"002E",2433,100,62642,0,100,0,"01DE",13,4,
1,0,-1,"002E",63576,0,64796,0,0,0,"003F",2,15,
1,0,-1,"002E",1840,411,64056,0,411,0,"01E7",6,9,
1,0,-1,"002E",63576,531,64804,0,531,0,"008F",5,2,
1,0,-1,"002E",63988,531,65216,0,531,0,"007F",0,5,
1,0,-1,"002E",3560,100,64976,0,100,0,"00B6",1,1,
1,0,-1,"002E",65176,16,62752,0,16,0,"00A0",16,7,
1,0,-1,"002E",64696,0,64016,0,0,0,"0083",2,0,
1,0,-1,"002E",1460,80,64616,0,80,0,"009B",0,4,
1,0,0,"01B9",-969,0,-916,0,16384,0,"3E14",,,
1,0,0,"0058",-420,-180,-1180,0,0,0,"00FF",,,
1,0,0,"0058",0,-180,-780,0,0,0,"00FF",,,
1,0,0,"0058",420,-180,-1180,0,0,0,"000A",,,
1,0,0,"0059",0,0,20,0,0,0,"0047",,,
1,0,0,"0059",820,0,-1520,0,49152,0,"A040",,,
1,0,0,"0059",-820,0,-920,0,16384,0,"A05D",,,
1,0,0,"0059",820,0,-320,0,49152,0,"A05F",,,
1,0,0,"003F",0,196,-1750,0,0,0,"001A",,,
1,0,0,"011B",16,-153,-1019,150,0,50,"0C15",,,
1,0,0,"0112",-40,0,20,0,0,0,"3FD8",,,
1,0,0,"0112",0,0,20,0,0,0,"3FD8",,,
1,0,0,"0112",40,0,20,0,0,0,"3FD8",,,
1,0,0,"012A",-777,531,-1540,0,16384,0,"0300",,,
1,0,0,"012A",429,-160,-1716,0,0,0,"0A00",,,
1,0,0,"0185",578,568,-929,0,16384,0,"033F",,,
1,0,0,"0195",-898,0,-281,0,16384,0,"0003",,,
1,0,0,"0195",-956,0,-348,0,16384,0,"0001",,,
1,0,0,"004C",-293,20,307,0,0,0,"FFFF",,,
1,0,0,"004C",-2,0,-1170,0,0,0,"FFFF",,,
1,0,0,"004C",290,20,307,0,0,0,"FFFF",,,
1,0,0,"004C",850,531,-923,0,0,0,"FFFF",,,
1,0,0,"0127",432,-160,-1718,0,0,0,"000E",,,
1,0,0,"0127",-435,-160,-1720,0,0,0,"0011",,,
1,0,0,"0127",783,531,-923,0,16384,0,"0015",,,
1,0,0,"0127",801,531,-971,0,49152,0,"0015",,,
1,0,0,"0127",806,531,-874,0,0,0,"0015",,,
1,0,0,"000A",950,0,-1518,0,16384,0,"0820",,,
1,0,0,"000A",869,80,-920,0,49152,0,"0644",,,
1,0,0,"005E",-765,0,-1405,0,0,0,"03C3",,,
1,0,1,"012B",2140,-159,-361,0,0,0,"0001",,,
1,0,1,"012B",2140,-159,-480,0,0,0,"1201",,,
1,0,1,"0037",3227,412,-400,0,49516,0,"0001",,,
1,0,1,"0059",2560,0,-107,0,32769,0,"A041",,,
1,0,1,"0013",3372,231,-348,0,0,0,"0000",,,
1,0,1,"002F",3521,100,-898,0,2366,0,"FFFF",,,
1,0,1,"002F",3590,100,-1086,0,61895,0,"FFFF",,,
1,0,1,"0111",1726,0,-151,0,0,0,"4400",,,
1,0,1,"0111",1815,0,-154,0,0,0,"4601",,,
1,0,1,"0111",3442,40,-469,0,0,0,"5000",,,
1,0,1,"0111",3682,40,-466,0,0,0,"5210",,,
1,0,1,"004C",2141,160,-613,0,0,0,"FFFF",,,
1,0,1,"004C",2465,0,-403,0,0,0,"FFFF",,,
1,0,1,"004C",2862,169,-203,16384,26396,0,"FFFF",,,
1,0,1,"004C",2882,234,-191,16384,26396,0,"FFFF",,,
1,0,1,"004C",2886,293,-189,17294,26396,0,"FFFF",,,
1,0,1,"004C",2895,340,-274,32769,0,0,"FFFF",,,
1,0,1,"004C",2906,107,-177,16384,26396,0,"FFFF",,,
1,0,1,"004C",2908,340,-214,32769,0,0,"FFFF",,,
1,0,1,"004C",2937,340,-359,32769,0,0,"FFFF",,,
1,0,1,"004C",2957,340,-453,32769,0,0,"FFFF",,,
1,0,1,"004C",2960,340,-288,32769,0,0,"FFFF",,,
1,0,1,"004C",2977,312,-509,16384,4551,0,"FFFF",,,
1,0,1,"004C",2990,340,-399,32769,0,0,"FFFF",,,
1,0,1,"0127",2463,0,-402,0,0,0,"0008",,,
1,0,1,"0127",2942,240,-495,0,0,0,"8012",,,
1,0,1,"012A",2942,260,-500,0,4551,0,"3602",,,
1,0,2,"012B",-1960,-97,-1800,0,0,0,"2200",,,
1,0,2,"00C7",-1901,0,-916,0,0,0,"0001",,,
1,0,2,"0037",-2183,720,-1114,0,49152,0,"0000",,,
1,0,2,"0037",-1743,720,-1114,0,16384,0,"0000",,,
1,0,2,"0059",-1960,0,-1040,0,32769,0,"A042",,,
1,0,2,"005C",-1960,480,-1900,0,49152,0,"000B",,,
1,0,2,"011B",-1960,20,-1303,30,36,0,"BF14",,,
1,0,2,"008A",-2276,0,-1361,0,0,0,"0401",,,
1,0,2,"008A",-1645,0,-1361,0,0,0,"0401",,,
1,0,2,"005E",-2081,0,-1108,0,0,0,"2400",,,
1,0,2,"0117",-2276,0,-1361,0,0,0,"114F",,,
1,0,2,"0117",-2188,0,-1833,0,0,0,"114F",,,
1,0,2,"0117",-2411,380,-1836,0,0,0,"114F",,,
1,0,2,"0117",-1906,627,-1243,0,0,0,"114F",,,
1,0,2,"0117",-1511,531,-1083,0,0,0,"114F",,,
1,0,2,"0117",-1733,0,-1461,0,0,0,"014F",,,
1,0,2,"0111",-2391,0,-1803,0,0,0,"6603",,,
1,0,2,"0111",-2361,0,-1161,0,0,0,"6802",,,
1,0,2,"0111",-1525,0,-1800,0,0,0,"6A02",,,
1,0,2,"0111",-1558,0,-1169,0,0,0,"6C03",,,
1,0,2,"0195",-1961,490,-1980,0,0,0,"0004",,,
1,0,2,"004C",-2070,20,-1665,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1605,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1545,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1485,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1425,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1365,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1305,0,0,0,"FFFF",,,
1,0,2,"004C",-2040,55,-971,16384,16384,0,"FFFF",,,
1,0,2,"004C",-2015,20,-1305,0,0,0,"FFFF",,,
1,0,2,"004C",-1903,20,-1305,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1665,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1605,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1545,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1485,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1425,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1365,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1305,0,0,0,"FFFF",,,
1,0,2,"01A0",-2411,380,-1836,0,0,0,"FFFF",,,
1,0,2,"01A0",-2410,531,-1084,0,0,0,"FFFF",,,
1,0,2,"01A0",-2190,0,-1835,0,0,0,"FFFF",,,
1,0,2,"01A0",-1730,0,-1836,0,0,0,"FFFF",,,
1,0,2,"01A0",-1511,531,-1084,0,0,0,"FFFF",,,
1,0,2,"01A0",-1510,380,-1836,0,0,0,"FFFF",,,
1,0,3,"003B",3851,40,-1526,0,0,0,"0006",,,
1,0,3,"0025",3968,100,-2161,0,0,0,"0500",,,
1,0,3,"0025",2828,100,-1961,0,0,0,"0501",,,
1,0,3,"0025",4261,531,-1055,0,0,0,"0600",,,
1,0,3,"0025",4442,531,-1386,0,0,0,"0601",,,
1,0,3,"0015",4266,100,-1575,0,44237,0,"1803",,,
1,0,3,"0095",3571,531,-1978,0,0,0,"8204",,,
1,0,3,"0111",3868,531,-811,0,0,0,"5403",,,
1,0,3,"0111",3867,531,-969,0,0,0,"5603",,,
1,0,3,"0111",4687,531,-1071,0,0,0,"5801",,,
1,0,3,"0111",4692,531,-1194,0,0,0,"5A01",,,
1,0,3,"0127",3760,471,-1318,0,0,0,"00FF",,,
1,0,3,"0127",3798,471,-1383,0,0,0,"00FF",,,
1,0,3,"0127",3840,471,-1436,0,0,0,"00FF",,,
1,0,3,"0127",3901,471,-1466,0,0,0,"00FF",,,
1,0,3,"0127",3973,471,-1473,0,0,0,"00FF",,,
1,0,3,"0127",4042,471,-1481,0,0,0,"00FF",,,
1,0,3,"0127",4067,531,-1486,0,0,0,"00FF",,,
1,0,3,"0127",4091,531,-1510,0,0,0,"00FF",,,
1,0,3,"0127",4132,531,-1561,0,0,0,"00FF",,,
1,0,3,"0127",4162,531,-1581,0,0,0,"00FF",,,
1,0,3,"0127",4177,471,-1601,0,0,0,"00FF",,,
1,0,3,"0127",4218,471,-1651,0,0,0,"00FF",,,
1,0,3,"0127",4007,531,-1486,0,0,0,"00FF",,,
1,0,3,"0127",3935,531,-1486,0,0,0,"00FF",,,
1,0,4,"000D",1706,120,-1598,0,17840,0,"0000",,,
1,0,4,"000D",1728,120,-858,0,0,0,"0000",,,
1,0,4,"000D",2078,120,-1210,0,48242,0,"0000",,,
1,0,4,"0112",1761,342,-981,0,0,3,"18DB",,,
1,0,4,"0112",2046,314,-1900,0,0,3,"18DE",,,
1,0,4,"0111",1843,80,-1866,0,0,0,"5C03",,,
1,0,4,"0111",2271,80,-2213,0,0,0,"5E00",,,
1,0,4,"0111",2240,80,-1368,0,0,0,"6201",,,
1,0,4,"0111",1535,80,-1298,0,0,0,"6403",,,
1,0,4,"004C",1735,301,-1063,21844,49152,0,"FFFF",,,
1,0,4,"004C",1741,283,-1115,21844,46968,0,"FFFF",,,
1,0,4,"004C",1748,301,-1023,21844,56435,0,"FFFF",,,
1,0,4,"004C",1778,242,-1148,21844,41871,0,"FFFF",,,
1,0,4,"004C",1816,181,-1161,16384,32769,0,"FFFF",,,
1,0,4,"004C",1858,127,-1160,16384,32769,0,"FFFF",,,
1,0,4,"004C",2016,179,-2006,16384,12561,0,"FFFF",,,
1,0,4,"004C",2023,287,-1993,18203,12743,0,"FFFF",,,
1,0,4,"004C",2026,127,-2043,16384,10922,0,"FFFF",,,
1,0,4,"004C",2028,249,-2028,21844,12561,0,"FFFF",,,
1,0,4,"004C",2040,296,-1923,18203,20934,0,"FFFF",,,
1,0,4,"004C",1778,80,-729,0,0,0,"FFFF",,,
1,0,4,"004C",2223,100,-2483,0,0,0,"FFFF",,,
1,0,4,"01A0",2231,80,-1221,0,49152,0,"FFFF",,,
1,0,4,"01A0",2231,80,-1161,0,49152,0,"FFFF",,,
1,0,4,"01A0",2266,80,-1883,0,49152,0,"FFFF",,,
1,0,4,"01A0",2266,80,-1823,0,49152,0,"FFFF",,,
1,0,4,"01A0",1536,80,-1451,0,49152,0,"FFFF",,,
1,0,4,"01A0",1536,80,-1391,0,49152,0,"FFFF",,,
1,0,4,"01A0",1826,80,-744,0,0,0,"FFFF",,,
1,0,4,"01A0",1886,80,-744,0,0,0,"FFFF",,,
1,0,4,"009D",1756,357,-1006,44237,24576,0,"8000",,,
1,0,4,"009D",2038,344,-1925,47696,53885,0,"8000",,,
1,0,5,"0125",-2230,531,-556,0,0,0,"0301",,,
1,0,5,"0125",-2218,531,-56,0,0,0,"0301",,,
1,0,5,"0125",-1731,531,-45,0,0,0,"0301",,,
1,0,5,"0125",-1721,531,-579,0,0,0,"0301",,,
1,0,5,"0012",-2168,531,-360,0,60985,0,"FFFF",,,
1,0,5,"0012",-1823,531,-129,0,24940,0,"FFFF",,,
1,0,5,"0012",-1817,531,-448,0,45148,0,"FFFF",,,
1,0,5,"004C",-1957,631,-322,0,0,0,"FFFF",,,
1,0,5,"000A",-1960,531,-28,0,0,0,"1805",,,
1,0,6,"0095",2061,411,-1775,0,32769,0,"8210",,,
