scene,setup,room,actorId,posX,posY,posZ,rotX,rotY,rotZ,actorParams,frontRoom,backRoom,
0,0,9,"0192",-946,-1880,-767,0,0,0,"9C03",,,
0,0,9,"0015",-885,-1950,-185,0,0,0,"2E03",,,
0,0,9,"0015",-820,-1960,-76,0,0,0,"3003",,,
0,0,9,"0015",-354,-1943,-206,0,0,0,"3103",,,
0,0,10,"00C7",-1471,840,-157,0,2912,0,"0001",,,
0,0,10,"0037",-1081,993,268,0,32769,0,"0100",,,
0,0,10,"0125",-1516,840,142,0,29490,0,"FF01",,,
0,0,10,"0125",-1443,840,169,0,29309,0,"FF01",,,
0,0,10,"0055",-884,720,136,0,48971,0,"0000",,,
0,0,10,"005E",-635,800,-132,0,49152,0,"2400",,,
0,0,10,"0173",-721,860,159,2,61,0,"3F06",,,
0,0,10,"000A",-1491,840,1,0,49152,0,"0802",,,
0,0,10,"000A",-1081,820,387,0,0,0,"5906",,,
0,0,10,"0095",-1081,866,501,0,32769,0,"8108",,,
0,0,10,"005E",-721,800,157,0,49152,0,"507C",,,
0,0,10,"012A",-739,800,-147,0,0,0,"3D00",,,
0,0,10,"0050",-1080,580,0,0,0,0,"3D02",,,
1,0,-1,"0023",1140,0,65216,0,0,0,"003F",0,1,
1,0,-1,"0023",1140,531,65216,0,531,0,"003F",0,9,
1,0,-1,"0023",1140,531,64616,0,531,0,"003F",0,9,
1,0,-1,"0023",620,76,62752,0,76,0,"003F",7,8,
1,0,-1,"0023",593,76,61722,0,76,0,"003F",7,8,
1,0,-1,"0023",2340,531,64616,0,531,0,"003F",9,12,
1,0,-1,"0023",2340,531,65216,0,531,0,"003F",9,10,
1,0,-1,"002E",0,76,63566,0,76,0,"003F",7,0,
1,0,-1,"002E",2787,100,63104,0,100,0,"0085",4,3,
1,0,-1,"002E",3560,100,64260,0,100,0,"0085",1,3,
1,0,-1,"002E",4339,531,64936,0,531,0,"0086",10,3,
1,0,-1,"002E",3780,531,64616,0,531,0,"0086",12,3,
1,0,-1,"002E",2560,0,120,0,0,0,"003F",1,11,
1,0,-1,"002E",1473,76,61307,0,76,0,"003F",8,14,
1,0,-1,"002E",2433,100,62642,0,100,0,"003F",4,13,
1,0,-1,"002E",63576,0,64796,0,0,0,"007F",2,15,
1,0,-1,"002E",1840,411,64056,0,411,0,"003F",9,6,
1,0,-1,"002E",63576,531,64804,0,531,0,"00A2",2,5,
1,0,-1,"002E",63988,531,65216,0,531,0,"00A2",0,5,
1,0,-1,"002E",3560,100,64976,0,100,0,"00B6",1,1,
1,0,-1,"002E",65176,16,62752,0,16,0,"00A0",16,7,
1,0,-1,"002E",64696,0,64016,0,0,0,"0099",2,0,
1,0,-1,"002E",1460,80,64616,0,80,0,"00A1",0,4,
1,0,0,"012D",-2083,444,-1858,0,0,0,"FFC2",,,
1,0,0,"012D",-1835,443,-1858,0,0,0,"FFC2",,,
1,0,0,"0125",-760,531,-465,0,0,0,"FF01",,,
1,0,0,"0058",-420,-180,-1180,0,0,0,"00FF",,,
1,0,0,"0058",0,-180,-780,0,0,0,"00FF",,,
1,0,0,"0013",-222,546,-322,0,49152,0,"0000",,,
1,0,0,"0013",541,566,-307,0,49152,0,"0000",,,
1,0,0,"008A",-694,0,-622,0,16384,0,"0401",,,
1,0,0,"008A",696,0,-618,0,48971,0,"0401",,,
1,0,0,"008A",-2,0,-1168,0,0,0,"0501",,,
1,0,0,"0185",578,568,-929,0,16384,0,"033F",,,
1,0,0,"0195",-966,0,-318,0,16384,0,"0004",,,
1,0,0,"004C",-696,0,-1221,0,16201,0,"FFFF",,,
1,0,0,"004C",-293,20,307,0,0,0,"FFFF",,,
1,0,0,"004C",290,20,307,0,0,0,"FFFF",,,
1,0,0,"004C",760,0,-923,0,49152,0,"FFFF",,,
1,0,0,"0059",820,0,-1520,0,49152,0,"A040",,,
1,0,0,"0059",0,0,20,0,0,0,"0047",,,
1,0,0,"011B",569,531,-1151,40,75,0,"0816",,,
1,0,0,"000A",-961,0,-908,0,49152,0,"0828",,,
1,0,0,"0058",420,-180,-1180,0,0,0,"000A",,,
1,0,0,"012A",955,531,-921,0,0,0,"0A00",,,
1,0,0,"000A",-843,531,-1540,0,48971,0,"552A",,,
1,0,0,"011B",16,-153,-1019,150,0,50,"0B15",,,
1,0,0,"0059",-708,531,-1540,0,16384,0,"A04C",,,
1,0,0,"01B9",965,0,-1520,0,49152,0,"3B14",,,
1,0,0,"012A",955,80,-919,0,0,0,"1900",,,
1,0,0,"003F",0,196,-1750,0,0,0,"001A",,,
1,0,0,"0059",-820,0,-920,0,16384,0,"A05D",,,
1,0,0,"0059",820,0,-320,0,49152,0,"A05F",,,
1,0,1,"0013",3482,155,-966,16384,16384,0,"0003",,,
1,0,1,"0013",3638,154,-906,16384,49152,0,"0003",,,
1,0,1,"002F",1841,0,-333,0,49152,0,"0000",,,
1,0,1,"002F",1911,0,-273,0,49152,0,"0000",,,
1,0,1,"002F",1971,0,-222,0,49152,0,"0000",,,
1,0,1,"002F",2498,0,-265,0,32769,0,"0000",,,
1,0,1,"002F",2757,0,-464,0,57345,0,"0000",,,
1,0,1,"002F",2817,0,-404,0,57345,0,"0000",,,
1,0,1,"0054",3451,59,-377,0,0,0,"0000",,,
1,0,1,"0054",3665,40,-377,0,0,0,"0000",,,
1,0,1,"0059",2560,0,-107,0,32769,0,"A041",,,
1,0,1,"0095",2131,220,-716,0,0,0,"8202",,,
1,0,1,"0111",1708,0,-471,0,0,0,"4400",,,
1,0,1,"0111",1746,0,-424,0,0,0,"4601",,,
1,0,1,"01C9",2138,160,-566,0,0,5,"0164",,,
1,0,1,"0111",2572,0,-489,0,0,0,"4C00",,,
1,0,1,"0111",2622,0,-489,0,0,0,"4E01",,,
1,0,1,"0111",3507,100,-964,0,0,0,"5000",,,
1,0,1,"0111",3617,100,-911,0,0,0,"5203",,,
1,0,1,"012A",3563,40,-331,0,0,0,"3620",,,
1,0,2,"0095",-1920,640,-1251,0,0,0,"0000",,,
1,0,2,"011B",-1960,20,-1303,30,36,0,"BF14",,,
1,0,2,"004C",-2070,20,-1665,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1605,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1545,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1485,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1425,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1365,0,0,0,"FFFF",,,
1,0,2,"004C",-2070,20,-1305,0,0,0,"FFFF",,,
1,0,2,"004C",-2015,20,-1305,0,0,0,"FFFF",,,
1,0,2,"004C",-1903,20,-1305,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1665,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1605,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1545,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1485,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1425,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1365,0,0,0,"FFFF",,,
1,0,2,"004C",-1843,20,-1305,0,0,0,"FFFF",,,
1,0,2,"004C",-1796,0,-1105,0,0,0,"FFFF",,,
1,0,2,"0095",-2000,683,-1256,0,0,0,"8201",,,
1,0,2,"0059",-1960,0,-1040,0,32769,0,"A042",,,
1,0,2,"0095",-1965,635,-2058,0,0,0,"8204",,,
1,0,2,"005C",-1960,480,-1900,0,49152,0,"0023",,,
1,0,2,"0111",-2413,380,-1823,0,0,0,"6603",,,
1,0,2,"0111",-2368,380,-1826,0,0,0,"6802",,,
1,0,2,"0111",-1573,380,-1831,0,0,0,"6A02",,,
1,0,2,"0111",-1528,380,-1826,0,0,0,"6C03",,,
1,0,3,"0025",3969,100,-2161,0,0,0,"0500",,,
1,0,3,"0025",2829,100,-1961,0,0,0,"0501",,,
1,0,3,"0025",4261,531,-1055,0,0,0,"0600",,,
1,0,3,"0025",4442,531,-1386,0,0,0,"0601",,,
1,0,3,"0015",4266,100,-1575,0,44237,0,"1803",,,
1,0,3,"0015",3580,531,-2004,0,0,0,"2403",,,
1,0,3,"0015",3553,531,-1962,0,0,0,"2503",,,
1,0,3,"0111",2653,100,-2031,0,0,0,"5403",,,
1,0,3,"0111",2673,100,-2060,0,0,0,"5603",,,
1,0,3,"0111",3526,100,-2574,0,0,0,"5801",,,
1,0,3,"0111",3579,100,-2574,0,0,0,"5A01",,,
1,0,3,"003B",3851,40,-1526,0,0,0,"0006",,,
1,0,4,"0012",1706,80,-1721,0,32769,0,"FFFF",,,
1,0,4,"0012",1715,80,-943,0,38594,0,"FFFF",,,
1,0,4,"0012",2176,80,-1820,0,32769,0,"FFFF",,,
1,0,4,"005E",1786,80,-2341,0,0,0,"2400",,,
1,0,4,"004C",2088,80,-2388,0,59893,0,"FFFF",,,
1,0,4,"004C",2270,80,-2268,0,59893,0,"FFFF",,,
1,0,4,"0059",2432,100,-2640,0,910,0,"A09B",,,
1,0,4,"005E",1758,80,-848,0,0,0,"50E1",,,
1,0,4,"005E",1773,80,-1238,0,0,0,"50E1",,,
1,0,4,"005E",1778,80,-1571,0,0,0,"50E1",,,
1,0,4,"0111",2050,80,-1963,0,0,0,"5C01",,,
1,0,4,"0111",1836,80,-1239,0,0,0,"5E00",,,
1,0,4,"0111",1846,80,-1878,0,0,0,"6201",,,
1,0,4,"0111",2281,80,-1798,0,0,0,"6403",,,
1,0,5,"0054",-2048,531,-320,0,49152,0,"FFFF",,,
1,0,5,"0054",-1960,531,-408,0,32769,0,"FFFF",,,
1,0,5,"0054",-1872,531,-320,0,16384,0,"FFFF",,,
1,0,5,"0013",-2123,660,-81,0,16384,0,"0000",,,
1,0,5,"0013",-1791,621,-432,0,8191,0,"0000",,,
1,0,5,"004C",-2288,531,-499,0,8374,0,"FFFF",,,
1,0,5,"004C",-2286,531,-133,0,24757,0,"FFFF",,,
1,0,5,"004C",-1636,531,-503,0,57345,0,"FFFF",,,
1,0,5,"004C",-1633,531,-134,0,40960,0,"FFFF",,,
1,0,5,"0054",-1960,531,-236,0,0,0,"0000",,,
1,0,5,"012A",-1960,631,-317,0,0,0,"2200",,,
1,0,6,"0195",1638,411,-1953,0,0,0,"0000",,,
1,0,6,"0195",2045,411,-1962,0,0,0,"0003",,,
1,0,7,"0125",-249,16,-2519,0,0,0,"FF01",,,
1,0,7,"0013",-226,335,-2988,0,0,0,"0000",,,
1,0,7,"0013",219,332,-2981,0,0,0,"0000",,,
1,0,7,"00FF",0,126,-3194,0,0,0,"2040",,,
1,0,7,"00FF",0,-23,-2774,0,0,0,"2044",,,
1,0,7,"012A",0,-44,-2774,0,0,0,"2020",,,
1,0,7,"0111",78,136,-3835,0,0,0,"7A04",,,
1,0,7,"0111",125,136,-3854,0,0,0,"7C03",,,
1,0,8,"0013",1310,309,-3535,0,0,0,"0000",,,
1,0,8,"0013",1656,313,-3872,0,0,0,"0000",,,
1,0,8,"00FF",1163,76,-3843,0,0,0,"FF40",,,
1,0,8,"00FF",1663,76,-3693,0,0,0,"FF40",,,
1,0,8,"00FF",1763,16,-3633,0,0,0,"FF40",,,
1,0,8,"0059",1473,76,-4003,0,0,0,"A043",,,
1,0,8,"0111",966,76,-3703,0,0,0,"4010",,,
1,0,8,"0111",1026,76,-3703,0,0,0,"4212",,,
1,0,9,"0125",1713,411,-1246,0,0,0,"FF01",,,
1,0,9,"00FF",1990,351,-320,0,0,0,"FF00",,,
1,0,9,"004C",1850,471,-210,0,0,0,"FFFF",,,
1,0,9,"0080",1746,351,-155,0,32769,0,"5F01",,,
1,0,9,"0080",1553,351,-157,0,32769,0,"6F01",,,
1,0,9,"0059",1840,411,-1300,0,0,0,"A044",,,
1,0,9,"000A",1568,591,-1161,0,32769,0,"0644",,,
1,0,9,"000A",1780,471,-197,0,49152,0,"59C6",,,
1,0,9,"0080",1740,351,-624,0,0,0,"5F09",,,
1,0,9,"011B",1703,351,-627,0,0,0,"0E19",,,
1,0,9,"011B",1703,351,-448,0,0,0,"0E19",,,
1,0,9,"011B",1703,351,-266,0,0,0,"0E19",,,
1,0,9,"0059",2040,531,-320,0,49152,0,"A054",,,
1,0,9,"0015",2038,351,-317,0,0,0,"3003",,,
1,0,9,"0111",1656,591,-531,0,0,0,"6E03",,,
1,0,9,"0111",1831,591,-593,0,0,0,"7003",,,
1,0,10,"0125",3189,411,-485,0,0,0,"FF01",,,
1,0,10,"002F",3609,531,-364,0,49152,0,"FFFF",,,
1,0,10,"002F",3621,531,-264,0,49152,0,"FFFF",,,
1,0,10,"002F",4002,531,-314,0,49152,0,"FFFF",,,
1,0,10,"0049",2948,531,-316,0,0,0,"2FF8",,,
1,0,10,"012A",3218,731,-320,0,49152,0,"3802",,,
1,0,10,"0111",3195,411,-155,0,0,0,"7203",,,
1,0,10,"0111",2704,411,-483,0,0,0,"7401",,,
1,0,11,"0013",2542,47,632,0,32769,0,"0003",,,
1,0,11,"0013",2556,47,632,0,32769,0,"0003",,,
1,0,11,"0013",2572,47,632,0,32769,0,"0003",,,
1,0,11,"0125",2370,0,216,0,0,0,"FF01",,,
1,0,11,"005E",2556,0,404,0,0,0,"2400",,,
1,0,11,"0095",2561,63,634,0,32769,0,"8210",,,
1,0,12,"0185",3088,592,-608,0,0,0,"8A3F",,,
1,0,12,"0049",3109,531,-919,0,0,0,"2FF9",,,
1,0,12,"012A",2688,731,-920,0,16384,0,"3902",,,
1,0,12,"0049",2927,531,-921,0,0,0,"2FFA",,,
1,0,12,"012A",3088,593,-608,0,32769,0,"3A02",,,
1,0,12,"0111",2705,411,-1086,0,0,0,"7603",,,
1,0,12,"0111",3329,411,-753,0,0,0,"7801",,,
1,0,13,"0195",2433,100,-3171,0,0,0,"0001",,,
1,0,14,"0054",1475,76,-4710,0,0,0,"FFFF",,,
1,0,14,"0095",1475,128,-4739,0,0,0,"8208",,,
1,0,15,"0054",-1955,0,-329,0,32769,0,"FFFF",,,
1,0,15,"004C",-2166,0,-663,0,0,0,"FFFF",,,
1,0,15,"004C",-1750,0,-661,0,0,0,"FFFF",,,
1,0,15,"0054",-2012,0,-277,0,49152,0,"0000",,,
1,0,15,"0054",-1891,0,-276,0,16384,0,"0000",,,
1,0,15,"000A",-1953,0,-275,0,0,0,"0805",,,
2,0,-1,"002E",1360,65296,63417,0,65296,0,"00BD",15,5,
2,0,-1,"002E",0,65296,64409,0,65296,0,"00BB",1,0,
2,0,-1,"002E",0,65276,63093,0,65276,0,"003F",2,1,
2,0,-1,"002E",64176,160,63252,0,160,0,"003F",6,4,
2,0,-1,"002E",0,65276,61553,0,65276,0,"003F",7,2,
2,0,-1,"002E",64876,65276,60353,0,65276,0,"009E",7,12,
2,0,-1,"002E",0,65276,60233,0,65276,0,"007F",7,8,
2,0,-1,"002E",660,65276,60353,0,65276,0,"007F",7,11,
2,0,-1,"002E",64916,160,63833,0,160,0,"003F",4,1,
2,0,-1,"002E",620,65296,63833,0,65296,0,"00BA",5,1,
2,0,-1,"002E",64476,65276,60853,0,65276,0,"00B8",10,7,
2,0,-1,"002E",1060,65276,60853,0,65276,0,"009C",9,7,
2,0,-1,"002E",460,64503,62313,0,64503,0,"003F",14,3,
2,0,-1,"002E",64955,64503,62794,0,64503,0,"003F",3,13,
2,0,-1,"002E",313,64383,63833,0,64383,0,"00BC",1,14,
2,0,-1,"0023",65496,64898,62453,0,64898,0,"00BF",2,3,
2,0,-1,"0023",40,64898,62213,0,64898,0,"00BF",2,3,
2,0,-1,"0023",65276,64898,62133,0,64898,0,"00BF",2,3,
2,0,-1,"0023",65236,64898,62673,0,64898,0,"00BF",2,3,
2,0,-1,"0023",220,64898,62333,0,64898,0,"00BF",2,3,
2,0,-1,"0023",65476,64898,61993,0,64898,0,"00BF",2,3,
2,0,-1,"002E",64535,64601,62193,0,64601,0,"009F",3,6,
2,0,0,"000E",-133,-330,-257,0,0,0,"FF00",,,
2,0,0,"000E",110,-330,-260,0,0,0,"FF00",,,
2,0,0,"00E6",-4,-112,-729,0,0,32769,"3B04",,,
2,0,0,"002D",17,-241,-993,0,0,0,"FFFF",,,
2,0,0,"002D",-28,-257,-900,0,0,0,"FFFF",,,
2,0,1,"000E",-118,-1248,-1700,0,15291,0,"FF00",,,
2,0,1,"0034",-4,-212,-1481,0,0,0,"FFFF",,,
2,0,1,"00C8",0,-771,-1703,0,0,0,"FF01",,,
2,0,1,"00E6",477,-321,-1703,0,0,0,"3A00",,,
2,0,1,"00C8",120,80,-1583,0,0,0,"1D03",,,
2,0,1,"0195",-737,-1233,-1701,0,16384,0,"0000",,,
2,0,1,"0110",-189,-340,-1925,0,4368,0,"FFFF",,,
2,0,1,"0110",-141,-340,-1945,0,4368,0,"FF03",,,
2,0,2,"011B",-267,-353,-3401,30,11,0,"182F",,,
2,0,2,"0063",-127,60,-3272,0,0,0,"FFFF",,,
2,0,2,"0063",3,60,-3612,0,0,0,"FFFF",,,
2,0,2,"00DF",-260,-266,-3401,0,0,0,"0A01",,,
2,0,2,"0034",38,-318,-3232,0,0,0,"FFFF",,,
2,0,2,"0034",-110,-325,-3038,0,0,0,"FFFF",,,
2,0,2,"0034",-50,-319,-3394,0,0,0,"FFFF",,,
2,0,2,"00A1",216,-340,-3072,0,0,0,"0202",,,
2,0,3,"00DF",-260,-1015,-3401,0,0,0,"0A01",,,
2,0,3,"0034",-69,-990,-3530,0,0,0,"FFFF",,,
2,0,3,"0034",69,-1039,-3380,0,0,0,"FFFF",,,
2,0,3,"0034",-98,-1022,-3044,0,0,0,"FFFF",,,
2,0,3,"0034",112,-916,-2936,0,0,0,"FFFF",,,
2,0,3,"00A1",222,-1113,-3270,0,0,0,"0203",,,
2,0,3,"0095",-84,-977,-3657,0,0,0,"8301",,,
2,0,3,"0095",-325,-925,-3509,0,11105,0,"8302",,,
2,0,4,"000E",-1223,-40,-1479,0,32950,0,"FF00",,,
2,0,4,"00B6",-1104,-40,-1700,0,49152,0,"00FF",,,
2,0,4,"00B6",-1363,-40,-1700,0,32950,0,"00FF",,,
2,0,5,"011B",1547,-80,-1518,0,0,0,"AC39",,,
2,0,5,"0034",1374,-440,-1323,0,37319,0,"FFFF",,,
2,0,5,"0034",1626,-420,-1829,0,47879,0,"FFFF",,,
2,0,5,"0034",1622,-203,-1619,0,0,0,"FFFF",,,
2,0,5,"0034",1352,-197,-1467,0,0,0,"FFFF",,,
2,0,5,"0034",1253,-85,-1438,0,0,0,"FFFF",,,
2,0,5,"00E6",1351,21,-1716,32769,0,0,"3D04",,,
2,0,5,"0095",1640,-274,-1505,0,24211,0,"8304",,,
2,0,6,"0034",-1360,151,-2740,0,32950,0,"FFFF",,,
2,0,6,"0034",-1368,170,-2546,0,32950,0,"FFFF",,,
2,0,6,"00A1",-1360,-980,-3342,0,16384,0,"0004",,,
2,0,6,"00C8",-1360,-1025,-3343,0,49152,0,"1F00",,,
2,0,6,"008B",-1360,-948,-3343,0,16384,0,"1015",,,
2,0,6,"0173",-1360,-930,-3343,6,3,0,"3F3A",,,
2,0,6,"0111",-1355,80,-3612,0,0,0,"5012",,,
2,0,6,"0111",-1422,80,-3612,0,0,0,"520C",,,
2,0,6,"0111",-1295,80,-3612,0,0,0,"540C",,,
2,0,7,"0035",-79,-340,-4437,0,12014,0,"FFFF",,,
2,0,7,"0035",69,-340,-4440,0,54431,0,"FFFF",,,
2,0,7,"0035",-4,-340,-4517,0,0,0,"FFFF",,,
2,0,7,"0035",-414,-340,-4557,0,11105,0,"FFFF",,,
2,0,7,"0035",396,-340,-4557,0,54795,0,"FFFF",,,
2,0,7,"011B",-664,-340,-5022,30,12,0,"1931",,,
2,0,7,"011B",665,-340,-5012,30,12,0,"1A31",,,
2,0,7,"011B",-4,-340,-5132,30,13,0,"1B32",,,
2,0,7,"011B",776,-340,-4686,6,29,0,"3F33",,,
2,0,7,"011B",-664,-340,-5022,30,76,0,"1037",,,
