scene,name,description,setup,room,actorId,posX,posY,posZ,rotX,rotY,rotZ,actorParams,frontRoom,backRoom,
0,ydan,Inside the Deku Tree,0,0,"011B",-513,800,10,0,0,0,"0A03",,,
0,ydan,Inside the Deku Tree,0,0,"011B",0,-24,0,40,6,0,"9301",,,
0,ydan,Inside the Deku Tree,0,0,"011B",118,0,-325,20,0,0,"1F02",,,
0,ydan,Inside the Deku Tree,0,0,"011B",-1393,280,1188,0,0,0,"1F02",,,
0,ydan,Inside the Deku Tree,0,0,"011B",-1186,355,1398,0,0,0,"1F02",,,
0,ydan,Inside the Deku Tree,0,0,"011B",-1176,480,1485,0,0,0,"1F02",,,
0,ydan,Inside the Deku Tree,0,0,"011B",465,360,114,28,0,0,"1F02",,,
0,ydan,Inside the Deku Tree,0,0,"011B",282,360,360,20,0,0,"1F02",,,
0,ydan,Inside the Deku Tree,0,0,"0015",-25,280,-81,0,0,0,"2C03",,,
0,ydan,Inside the Deku Tree,0,0,"0015",87,744,-16,0,0,0,"2D03",,,
0,ydan,Inside the Deku Tree,0,0,"01D7",0,800,0,0,0,0,"0000",,,
0,ydan,Inside the Deku Tree,0,0,"01D7",0,800,0,0,21844,0,"0001",,,
0,ydan,Inside the Deku Tree,0,0,"01D7",0,800,0,0,43692,0,"0002",,,
0,ydan,Inside the Deku Tree,0,1,"0192",-695,400,692,0,0,0,"1A00",,,
0,ydan,Inside the Deku Tree,0,2,"0125",-1229,280,1006,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,2,"0125",-1280,280,1026,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,2,"0125",-1005,280,1216,0,50972,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,2,"0125",-1018,280,1263,0,50972,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,2,"0173",-1065,590,1074,5,36,1,"3F04",,,
0,ydan,Inside the Deku Tree,0,2,"000A",-1391,480,1391,0,57345,0,"00A1",,,
0,ydan,Inside the Deku Tree,0,2,"000A",-1108,656,1581,0,8191,0,"5905",,,
0,ydan,Inside the Deku Tree,0,2,"012C",-1188,390,1190,0,57345,0,"0050",,,
0,ydan,Inside the Deku Tree,0,2,"0051",-1066,530,1066,0,57345,0,"0123",,,
0,ydan,Inside the Deku Tree,0,3,"00C7",-546,-820,392,0,32404,0,"0001",,,
0,ydan,Inside the Deku Tree,0,3,"0125",48,-880,130,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,3,"0125",48,-880,187,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,3,"0055",-637,-820,181,0,32769,0,"0000",,,
0,ydan,Inside the Deku Tree,0,3,"0055",-50,-880,204,0,0,0,"0000",,,
0,ydan,Inside the Deku Tree,0,3,"0055",-453,-820,-4,0,40233,0,"0000",,,
0,ydan,Inside the Deku Tree,0,3,"005E",-465,-780,430,0,32769,0,"2400",,,
0,ydan,Inside the Deku Tree,0,3,"005E",-425,-770,-430,0,16384,0,"2400",,,
0,ydan,Inside the Deku Tree,0,3,"005E",-865,-760,-120,0,16384,0,"2400",,,
0,ydan,Inside the Deku Tree,0,3,"005E",-866,-760,120,0,16384,0,"2400",,,
0,ydan,Inside the Deku Tree,0,3,"0050",-1080,600,0,0,0,0,"FF02",,,
0,ydan,Inside the Deku Tree,0,3,"000F",21,-850,-277,64445,54614,0,"9080",,,
0,ydan,Inside the Deku Tree,0,3,"0095",-281,-815,-442,0,0,0,"8102",,,
0,ydan,Inside the Deku Tree,0,3,"005E",26,-845,-290,0,57345,0,"83C2",,,
0,ydan,Inside the Deku Tree,0,3,"012A",-150,-845,-289,0,0,0,"C200",,,
0,ydan,Inside the Deku Tree,0,3,"0095",95,-713,-43,0,54249,0,"8104",,,
0,ydan,Inside the Deku Tree,0,3,"000A",53,-845,-278,0,32769,0,"5904",,,
0,ydan,Inside the Deku Tree,0,3,"000F",-635,-820,0,0,16384,0,"0FC6",,,
0,ydan,Inside the Deku Tree,0,3,"000F",-82,-880,517,0,38048,0,"1FC9",,,
0,ydan,Inside the Deku Tree,0,3,"017D",-365,-905,-290,0,0,1,"FF10",,,
0,ydan,Inside the Deku Tree,0,3,"01D7",0,800,0,0,0,0,"0000",,,
0,ydan,Inside the Deku Tree,0,3,"01D7",0,800,0,0,21844,0,"0001",,,
0,ydan,Inside the Deku Tree,0,3,"01D7",0,800,0,0,43692,0,"0002",,,
0,ydan,Inside the Deku Tree,0,4,"0125",49,-880,751,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,4,"0125",79,-880,794,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,4,"0125",-202,-880,751,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,4,"0125",-228,-880,791,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,4,"0192",-66,-880,961,0,42781,0,"9B00",,,
0,ydan,Inside the Deku Tree,0,4,"012A",-314,-759,960,0,16384,0,"8412",,,
0,ydan,Inside the Deku Tree,0,5,"0037",-1360,-806,1079,0,16384,0,"0100",,,
0,ydan,Inside the Deku Tree,0,5,"0125",-1361,-870,840,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,5,"0125",-1310,-870,840,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,5,"00FF",-1365,-880,1200,0,0,0,"FFC0",,,
0,ydan,Inside the Deku Tree,0,5,"0050",-835,-880,1050,0,16384,0,"FF00",,,
0,ydan,Inside the Deku Tree,0,5,"0051",-835,-860,1050,0,16384,0,"00FF",,,
0,ydan,Inside the Deku Tree,0,5,"011B",-1364,-883,1188,20,0,10,"0F08",,,
0,ydan,Inside the Deku Tree,0,5,"011B",-700,-880,941,60,0,0,"510C",,,
0,ydan,Inside the Deku Tree,0,5,"011B",-435,-880,1163,30,0,0,"510C",,,
0,ydan,Inside the Deku Tree,0,5,"012A",-835,-1020,1264,0,0,0,"3E00",,,
0,ydan,Inside the Deku Tree,0,5,"0050",-835,-900,1050,0,0,0,"3E01",,,
0,ydan,Inside the Deku Tree,0,6,"00C7",-2038,-760,1251,0,24576,0,"0001",,,
0,ydan,Inside the Deku Tree,0,6,"00C7",-1673,-760,1248,0,40960,0,"0001",,,
0,ydan,Inside the Deku Tree,0,6,"0125",-1918,-760,820,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,6,"0125",-1796,-760,821,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,6,"0055",-1843,-760,1033,0,16384,0,"0000",,,
0,ydan,Inside the Deku Tree,0,6,"005E",-1855,-760,1211,0,0,0,"2400",,,
0,ydan,Inside the Deku Tree,0,6,"005E",-1966,-760,964,0,0,0,"5083",,,
0,ydan,Inside the Deku Tree,0,6,"005E",-1743,-760,965,0,0,0,"5083",,,
0,ydan,Inside the Deku Tree,0,7,"00C7",-2174,-760,295,0,23119,0,"0001",,,
0,ydan,Inside the Deku Tree,0,7,"0037",-1854,-642,488,0,32769,0,"0000",,,
0,ydan,Inside the Deku Tree,0,7,"0125",-2025,-760,-301,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,7,"0125",-1955,-760,-296,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,7,"0055",-2292,-760,-320,0,9101,0,"0000",,,
0,ydan,Inside the Deku Tree,0,7,"002B",-1869,-320,14,0,0,0,"0008",,,
0,ydan,Inside the Deku Tree,0,7,"002B",-2039,-320,15,0,0,0,"0008",,,
0,ydan,Inside the Deku Tree,0,7,"002B",-1951,-320,140,0,0,0,"0008",,,
0,ydan,Inside the Deku Tree,0,7,"005E",-2240,-760,75,0,0,0,"2400",,,
0,ydan,Inside the Deku Tree,0,7,"000F",-1355,-820,3,0,49152,0,"1FC7",,,
0,ydan,Inside the Deku Tree,0,7,"000F",-2229,-760,-262,0,8191,0,"1FC8",,,
0,ydan,Inside the Deku Tree,0,7,"0059",-2345,-760,-381,0,8191,0,"2012",,,
0,ydan,Inside the Deku Tree,0,8,"0037",-2684,-735,-712,0,8191,0,"0000",,,
0,ydan,Inside the Deku Tree,0,8,"0095",-2577,-626,-411,0,32769,0,"8101",,,
0,ydan,Inside the Deku Tree,0,9,"0125",-269,-1880,-643,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,9,"0125",-273,-1880,-577,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,9,"0125",-273,-1880,-515,0,0,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,9,"0192",-662,-1880,-957,0,0,0,"0001",,,
0,ydan,Inside the Deku Tree,0,9,"0192",-311,-1880,-904,0,0,0,"0002",,,
0,ydan,Inside the Deku Tree,0,9,"0192",-946,-1880,-767,0,0,0,"9C03",,,
0,ydan,Inside the Deku Tree,0,9,"0015",-885,-1950,-185,0,0,0,"2E03",,,
0,ydan,Inside the Deku Tree,0,9,"0015",-820,-1960,-76,0,0,0,"3003",,,
0,ydan,Inside the Deku Tree,0,9,"0015",-354,-1943,-206,0,0,0,"3103",,,
0,ydan,Inside the Deku Tree,0,10,"00C7",-1471,840,-157,0,2912,0,"0001",,,
0,ydan,Inside the Deku Tree,0,10,"0037",-1081,993,268,0,32769,0,"0100",,,
0,ydan,Inside the Deku Tree,0,10,"0125",-1516,840,142,0,29490,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,10,"0125",-1443,840,169,0,29309,0,"FF01",,,
0,ydan,Inside the Deku Tree,0,10,"0055",-884,720,136,0,48971,0,"0000",,,
0,ydan,Inside the Deku Tree,0,10,"005E",-635,800,-132,0,49152,0,"2400",,,
0,ydan,Inside the Deku Tree,0,10,"0173",-721,860,159,2,61,0,"3F06",,,
0,ydan,Inside the Deku Tree,0,10,"000A",-1491,840,1,0,49152,0,"0802",,,
0,ydan,Inside the Deku Tree,0,10,"000A",-1081,820,387,0,0,0,"5906",,,
0,ydan,Inside the Deku Tree,0,10,"0095",-1081,866,501,0,32769,0,"8108",,,
0,ydan,Inside the Deku Tree,0,10,"005E",-721,800,157,0,49152,0,"507C",,,
0,ydan,Inside the Deku Tree,0,10,"012A",-739,800,-147,0,0,0,"3D00",,,
0,ydan,Inside the Deku Tree,0,10,"0050",-1080,580,0,0,0,0,"3D02",,,
1,ddan,Dodongo's Cavern,0,-1,"0023",1140,0,-320,0,16384,0,"003F",0,1,
1,ddan,Dodongo's Cavern,0,-1,"0023",1140,531,-320,0,16384,0,"003F",0,9,
1,ddan,Dodongo's Cavern,0,-1,"0023",1140,531,-920,0,16384,0,"003F",0,9,
1,ddan,Dodongo's Cavern,0,-1,"0023",620,76,-2784,0,16384,0,"003F",7,8,
1,ddan,Dodongo's Cavern,0,-1,"0023",593,76,-3814,0,16384,0,"003F",7,8,
1,ddan,Dodongo's Cavern,0,-1,"0023",2340,531,-920,0,16384,0,"003F",9,12,
1,ddan,Dodongo's Cavern,0,-1,"0023",2340,531,-320,0,16384,0,"003F",9,10,
1,ddan,Dodongo's Cavern,0,-1,"002E",0,76,-1970,0,0,0,"003F",7,0,
1,ddan,Dodongo's Cavern,0,-1,"002E",2787,100,-2432,0,10922,0,"0085",4,3,
1,ddan,Dodongo's Cavern,0,-1,"002E",3560,100,-1276,0,32769,0,"0085",1,3,
1,ddan,Dodongo's Cavern,0,-1,"002E",4339,531,-600,0,32769,0,"0086",10,3,
1,ddan,Dodongo's Cavern,0,-1,"002E",3780,531,-920,0,16384,0,"0086",12,3,
1,ddan,Dodongo's Cavern,0,-1,"002E",2560,0,120,0,0,0,"003F",1,11,
1,ddan,Dodongo's Cavern,0,-1,"002E",1473,76,-4229,0,32769,0,"003F",8,14,
1,ddan,Dodongo's Cavern,0,-1,"002E",2433,100,-2894,0,32769,0,"003F",4,13,
1,ddan,Dodongo's Cavern,0,-1,"002E",-1960,0,-740,0,0,0,"007F",2,15,
1,ddan,Dodongo's Cavern,0,-1,"002E",1840,411,-1480,0,32769,0,"003F",9,6,
1,ddan,Dodongo's Cavern,0,-1,"002E",-1960,531,-732,0,0,0,"00A2",2,5,
1,ddan,Dodongo's Cavern,0,-1,"002E",-1548,531,-320,0,49152,0,"00A2",0,5,
1,ddan,Dodongo's Cavern,0,-1,"002E",3560,100,-560,0,0,0,"00B6",1,1,
1,ddan,Dodongo's Cavern,0,-1,"002E",-360,16,-2784,0,16384,0,"00A0",16,7,
1,ddan,Dodongo's Cavern,0,-1,"002E",-840,0,-1520,0,16384,0,"0099",2,0,
1,ddan,Dodongo's Cavern,0,-1,"002E",1460,80,-920,0,16384,0,"00A1",0,4,
1,ddan,Dodongo's Cavern,0,0,"012D",-2083,444,-1858,0,0,0,"FFC2",,,
1,ddan,Dodongo's Cavern,0,0,"012D",-1835,443,-1858,0,0,0,"FFC2",,,
1,ddan,Dodongo's Cavern,0,0,"0125",-760,531,-465,0,0,0,"FF01",,,
1,ddan,Dodongo's Cavern,0,0,"0058",-420,-180,-1180,0,0,0,"00FF",,,
1,ddan,Dodongo's Cavern,0,0,"0058",0,-180,-780,0,0,0,"00FF",,,
1,ddan,Dodongo's Cavern,0,0,"0013",-222,546,-322,0,49152,0,"0000",,,
1,ddan,Dodongo's Cavern,0,0,"0013",541,566,-307,0,49152,0,"0000",,,
1,ddan,Dodongo's Cavern,0,0,"008A",-694,0,-622,0,16384,0,"0401",,,
1,ddan,Dodongo's Cavern,0,0,"008A",696,0,-618,0,48971,0,"0401",,,
1,ddan,Dodongo's Cavern,0,0,"008A",-2,0,-1168,0,0,0,"0501",,,
1,ddan,Dodongo's Cavern,0,0,"0185",578,568,-929,0,16384,0,"033F",,,
1,ddan,Dodongo's Cavern,0,0,"0195",-966,0,-318,0,16384,0,"0004",,,
1,ddan,Dodongo's Cavern,0,0,"004C",-696,0,-1221,0,16201,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,0,"004C",-293,20,307,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,0,"004C",290,20,307,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,0,"004C",760,0,-923,0,49152,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,0,"0059",820,0,-1520,0,49152,0,"A040",,,
1,ddan,Dodongo's Cavern,0,0,"0059",0,0,20,0,0,0,"0047",,,
1,ddan,Dodongo's Cavern,0,0,"011B",569,531,-1151,40,75,0,"0816",,,
1,ddan,Dodongo's Cavern,0,0,"000A",-961,0,-908,0,49152,0,"0828",,,
1,ddan,Dodongo's Cavern,0,0,"0058",420,-180,-1180,0,0,0,"000A",,,
1,ddan,Dodongo's Cavern,0,0,"012A",955,531,-921,0,0,0,"0A00",,,
1,ddan,Dodongo's Cavern,0,0,"000A",-843,531,-1540,0,48971,0,"552A",,,
1,ddan,Dodongo's Cavern,0,0,"011B",16,-153,-1019,150,0,50,"0B15",,,
1,ddan,Dodongo's Cavern,0,0,"0059",-708,531,-1540,0,16384,0,"A04C",,,
1,ddan,Dodongo's Cavern,0,0,"01B9",965,0,-1520,0,49152,0,"3B14",,,
1,ddan,Dodongo's Cavern,0,0,"012A",955,80,-919,0,0,0,"1900",,,
1,ddan,Dodongo's Cavern,0,0,"003F",0,196,-1750,0,0,0,"001A",,,
1,ddan,Dodongo's Cavern,0,0,"0059",-820,0,-920,0,16384,0,"A05D",,,
1,ddan,Dodongo's Cavern,0,0,"0059",820,0,-320,0,49152,0,"A05F",,,
1,ddan,Dodongo's Cavern,0,1,"0013",3482,155,-966,16384,16384,0,"0003",,,
1,ddan,Dodongo's Cavern,0,1,"0013",3638,154,-906,16384,49152,0,"0003",,,
1,ddan,Dodongo's Cavern,0,1,"002F",1841,0,-333,0,49152,0,"0000",,,
1,ddan,Dodongo's Cavern,0,1,"002F",1911,0,-273,0,49152,0,"0000",,,
1,ddan,Dodongo's Cavern,0,1,"002F",1971,0,-222,0,49152,0,"0000",,,
1,ddan,Dodongo's Cavern,0,1,"002F",2498,0,-265,0,32769,0,"0000",,,
1,ddan,Dodongo's Cavern,0,1,"002F",2757,0,-464,0,57345,0,"0000",,,
1,ddan,Dodongo's Cavern,0,1,"002F",2817,0,-404,0,57345,0,"0000",,,
1,ddan,Dodongo's Cavern,0,1,"0054",3451,59,-377,0,0,0,"0000",,,
1,ddan,Dodongo's Cavern,0,1,"0054",3665,40,-377,0,0,0,"0000",,,
1,ddan,Dodongo's Cavern,0,1,"0059",2560,0,-107,0,32769,0,"A041",,,
1,ddan,Dodongo's Cavern,0,1,"0095",2131,220,-716,0,0,0,"8202",,,
1,ddan,Dodongo's Cavern,0,1,"0111",1708,0,-471,0,0,0,"4400",,,
1,ddan,Dodongo's Cavern,0,1,"0111",1746,0,-424,0,0,0,"4601",,,
1,ddan,Dodongo's Cavern,0,1,"01C9",2138,160,-566,0,0,5,"0164",,,
1,ddan,Dodongo's Cavern,0,1,"0111",2572,0,-489,0,0,0,"4C00",,,
1,ddan,Dodongo's Cavern,0,1,"0111",2622,0,-489,0,0,0,"4E01",,,
1,ddan,Dodongo's Cavern,0,1,"0111",3507,100,-964,0,0,0,"5000",,,
1,ddan,Dodongo's Cavern,0,1,"0111",3617,100,-911,0,0,0,"5203",,,
1,ddan,Dodongo's Cavern,0,1,"012A",3563,40,-331,0,0,0,"3620",,,
1,ddan,Dodongo's Cavern,0,2,"0095",-1920,640,-1251,0,0,0,"0000",,,
1,ddan,Dodongo's Cavern,0,2,"011B",-1960,20,-1303,30,36,0,"BF14",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-2070,20,-1665,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-2070,20,-1605,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-2070,20,-1545,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-2070,20,-1485,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-2070,20,-1425,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-2070,20,-1365,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-2070,20,-1305,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-2015,20,-1305,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-1903,20,-1305,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-1843,20,-1665,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-1843,20,-1605,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-1843,20,-1545,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-1843,20,-1485,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-1843,20,-1425,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-1843,20,-1365,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-1843,20,-1305,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"004C",-1796,0,-1105,0,0,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,2,"0095",-2000,683,-1256,0,0,0,"8201",,,
1,ddan,Dodongo's Cavern,0,2,"0059",-1960,0,-1040,0,32769,0,"A042",,,
1,ddan,Dodongo's Cavern,0,2,"0095",-1965,635,-2058,0,0,0,"8204",,,
1,ddan,Dodongo's Cavern,0,2,"005C",-1960,480,-1900,0,49152,0,"0023",,,
1,ddan,Dodongo's Cavern,0,2,"0111",-2413,380,-1823,0,0,0,"6603",,,
1,ddan,Dodongo's Cavern,0,2,"0111",-2368,380,-1826,0,0,0,"6802",,,
1,ddan,Dodongo's Cavern,0,2,"0111",-1573,380,-1831,0,0,0,"6A02",,,
1,ddan,Dodongo's Cavern,0,2,"0111",-1528,380,-1826,0,0,0,"6C03",,,
1,ddan,Dodongo's Cavern,0,3,"0025",3969,100,-2161,0,0,0,"0500",,,
1,ddan,Dodongo's Cavern,0,3,"0025",2829,100,-1961,0,0,0,"0501",,,
1,ddan,Dodongo's Cavern,0,3,"0025",4261,531,-1055,0,0,0,"0600",,,
1,ddan,Dodongo's Cavern,0,3,"0025",4442,531,-1386,0,0,0,"0601",,,
1,ddan,Dodongo's Cavern,0,3,"0015",4266,100,-1575,0,44237,0,"1803",,,
1,ddan,Dodongo's Cavern,0,3,"0015",3580,531,-2004,0,0,0,"2403",,,
1,ddan,Dodongo's Cavern,0,3,"0015",3553,531,-1962,0,0,0,"2503",,,
1,ddan,Dodongo's Cavern,0,3,"0111",2653,100,-2031,0,0,0,"5403",,,
1,ddan,Dodongo's Cavern,0,3,"0111",2673,100,-2060,0,0,0,"5603",,,
1,ddan,Dodongo's Cavern,0,3,"0111",3526,100,-2574,0,0,0,"5801",,,
1,ddan,Dodongo's Cavern,0,3,"0111",3579,100,-2574,0,0,0,"5A01",,,
1,ddan,Dodongo's Cavern,0,3,"003B",3851,40,-1526,0,0,0,"0006",,,
1,ddan,Dodongo's Cavern,0,4,"0012",1706,80,-1721,0,32769,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,4,"0012",1715,80,-943,0,38594,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,4,"0012",2176,80,-1820,0,32769,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,4,"005E",1786,80,-2341,0,0,0,"2400",,,
1,ddan,Dodongo's Cavern,0,4,"004C",2088,80,-2388,0,59893,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,4,"004C",2270,80,-2268,0,59893,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,4,"0059",2432,100,-2640,0,910,0,"A09B",,,
1,ddan,Dodongo's Cavern,0,4,"005E",1758,80,-848,0,0,0,"50E1",,,
1,ddan,Dodongo's Cavern,0,4,"005E",1773,80,-1238,0,0,0,"50E1",,,
1,ddan,Dodongo's Cavern,0,4,"005E",1778,80,-1571,0,0,0,"50E1",,,
1,ddan,Dodongo's Cavern,0,4,"0111",2050,80,-1963,0,0,0,"5C01",,,
1,ddan,Dodongo's Cavern,0,4,"0111",1836,80,-1239,0,0,0,"5E00",,,
1,ddan,Dodongo's Cavern,0,4,"0111",1846,80,-1878,0,0,0,"6201",,,
1,ddan,Dodongo's Cavern,0,4,"0111",2281,80,-1798,0,0,0,"6403",,,
1,ddan,Dodongo's Cavern,0,5,"0054",-2048,531,-320,0,49152,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,5,"0054",-1960,531,-408,0,32769,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,5,"0054",-1872,531,-320,0,16384,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,5,"0013",-2123,660,-81,0,16384,0,"0000",,,
1,ddan,Dodongo's Cavern,0,5,"0013",-1791,621,-432,0,8191,0,"0000",,,
1,ddan,Dodongo's Cavern,0,5,"004C",-2288,531,-499,0,8374,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,5,"004C",-2286,531,-133,0,24757,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,5,"004C",-1636,531,-503,0,57345,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,5,"004C",-1633,531,-134,0,40960,0,"FFFF",,,
1,ddan,Dodongo's Cavern,0,5,"0054",-1960,531,-236,0,0,0,"0000",,,
1,ddan,Dodongo's Cavern,0,5,"012A",-1960,631,-317,0,0,0,"2200",,,
1,ddan,Dodongo's Cavern,0,6,"0195",1638,411,-1953,0,0,0,"0000",,,
1,ddan,Dodongo's Cavern,0,6,"0195",2045,411,-1962,0,0,0,"0003",,,
1,ddan,Dodongo's Cavern,0,7,"0125",-249,16,-2519,0,0,0,"FF01",,,
1,ddan,Dodongo's Cavern,0,7,"0013",-226,335,-2988,0,0,0,"0000",,,
1,ddan,Dodongo's Cavern,0,7,"0013",219,332,-2981,0,0,0,"0000",,,
1,ddan,Dodongo's Cavern,0,7,"00FF",0,126,-3194,0,0,0,"2040",,,
1,ddan,Dodongo's Cavern,0,7,"00FF",0,-23,-2774,0,0,0,"2044",,,
1,ddan,Dodongo's Cavern,0,7,"012A",0,-44,-2774,0,0,0,"2020",,,
1,ddan,Dodongo's Cavern,0,7,"0111",78,136,-3835,0,0,0,"7A04",,,
1,ddan,Dodongo's Cavern,0,7,"0111",125,136,-3854,0,0,0,"7C03",,,
1,ddan,Dodongo's Cavern,0,8,"0013",1310,309,-3535,0,0,0,"0000",,,
1,ddan,Dodongo's Cavern,0,8,"0013",1656,313,-3872,0,0,0,"0000",,,
1,ddan,Dodongo's Cavern,0,8,"00FF",1163,76,-3843,0,0,0,"FF40",,,
1,ddan,Dodongo's Cavern,0,8,"00FF",1663,76,-3693,0,0,0,"FF40",,,
1,ddan,Dodongo's Cavern,0,8,"00FF",1763,16,-3633,0,0,0,"FF40",,,
1,ddan,Dodongo's Cavern,0,8,"0059",1473,76,-4003,0,0,0,"A043",,,
